housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
42,2093,470,1621,438,1.7994,INLAND,58700
36,912,216,842,219,1.4766,INLAND,52800
29,2077,524,1887,489,1.4107,INLAND,59800
32,2072,497,2002,470,1.3278,INLAND,44500
23,6403,569,3573,1260,2.3006,INLAND,69000
11,4832,993,2190,888,2.6611,INLAND,74700
30,1548,282,886,311,3.1,INLAND,71300
27,1691,282,869,337,3.9514,INLAND,86900
14,6202,1551,5561,1435,1.6073,INLAND,64700
39,1745,321,901,303,3.1719,INLAND,67900
11,3626,779,1819,731,2.4956,INLAND,87500
18,8099,1670,4476,1514,2.4728,INLAND,88300
28,2675,527,1392,521,2.3108,INLAND,72000
34,1768,303,888,314,3.8088,INLAND,87700
34,1891,323,966,355,3.6681,INLAND,82000
11,5112,1384,2487,1243,2.1461,INLAND,75900
15,2376,538,1197,510,3.1417,INLAND,74600
16,2396,526,1338,518,2.1653,INLAND,78800
15,3045,689,1340,588,3.1953,INLAND,85700
17,2056,366,1259,367,3.9338,INLAND,84700
17,1415,267,861,293,3.25,INLAND,81400
9,1122,290,662,284,2.0536,INLAND,55000
31,1746,321,1186,360,2.6932,INLAND,66400
25,875,156,646,166,3,INLAND,72800
23,2128,442,1047,450,2.625,INLAND,71500
24,1316,249,781,260,3.7578,INLAND,69200
15,2175,564,1194,482,2.6767,INLAND,87500
24,4410,939,2362,862,2.9406,INLAND,73000
30,2427,482,1375,518,2.5737,INLAND,76900
32,1962,399,1005,392,2.6726,INLAND,70400
35,1129,220,474,242,2.4405,INLAND,74300
33,1145,197,508,198,2.3333,INLAND,81300
27,4049,947,2254,882,2.2467,INLAND,70700
36,2507,466,1227,474,2.785,INLAND,72300
38,3804,814,2142,816,2.1439,INLAND,60200
38,3065,658,1441,625,2.0564,INLAND,64700
36,3616,779,1994,786,2.5434,INLAND,67300
40,1411,284,609,296,1.9375,INLAND,67700
29,2554,705,2669,655,1.2176,INLAND,61900
45,1315,256,666,240,2.3562,INLAND,58100
37,2185,455,1143,438,1.9784,INLAND,70700
30,1610,410,1000,397,2.0357,INLAND,60200
52,2964,512,1114,486,3.8105,INLAND,87600
50,1818,374,737,338,2.2614,INLAND,73000
41,2227,462,1129,415,2.319,INLAND,59100
43,2323,502,1144,471,2.3967,INLAND,58700
52,2281,371,839,367,3.5972,INLAND,89900
49,1749,314,705,300,3.15,INLAND,72200
48,1805,329,741,331,2.5804,INLAND,78900
43,2341,395,890,375,3.4265,INLAND,85000
37,1965,364,796,335,3.625,INLAND,83400
36,1370,289,812,282,2.6127,INLAND,69600
41,1441,274,646,296,3.0568,INLAND,71300
36,2252,468,1117,442,2.9081,INLAND,65600
32,2867,615,1705,570,2.4286,INLAND,68100
23,2168,503,1190,425,2.625,INLAND,71600
30,3162,640,1660,639,2.8359,INLAND,80300
8,2875,548,1718,551,3.6522,INLAND,80200
7,1932,419,1014,389,3.0938,INLAND,76700
5,3821,705,2179,694,3.7821,INLAND,80400
4,6102,1114,3406,1115,3.4213,INLAND,84500
8,3096,684,1454,545,2.7857,INLAND,79700
7,2232,490,1274,499,2.9853,INLAND,74700
9,1142,314,620,283,2.0446,INLAND,81300
27,1510,344,847,295,2.9315,INLAND,83200
10,2067,450,845,354,1.8214,INLAND,80100
24,1143,245,608,240,2.8194,INLAND,81100
34,1649,323,919,316,2.875,INLAND,74500
22,1970,332,1066,319,3.3125,INLAND,106100
17,1987,335,1152,313,4.1719,INLAND,126400
18,1422,243,702,230,3.6204,INLAND,119800
38,1446,285,928,255,2.9808,INLAND,89600
20,1745,348,1093,302,2.3194,INLAND,90600
19,2020,416,1341,360,1.7,INLAND,69000
26,1453,251,896,260,3.4861,INLAND,112500
33,1902,370,1168,358,2.6852,INLAND,70800
14,3182,730,2298,721,1.6168,INLAND,71800
24,1961,422,1559,374,1.8299,INLAND,57800
22,1339,251,820,276,3.6,INLAND,83200
32,981,237,736,249,1.8,INLAND,60400
19,2627,502,1295,441,3.087,INLAND,88200
30,1233,214,620,199,3.4297,INLAND,112500
45,1270,242,598,214,3.2813,INLAND,105400
25,1270,255,1050,245,2.1618,INLAND,55300
48,1341,239,671,208,2.7917,INLAND,82800
29,2205,366,1072,345,3.8056,INLAND,165400
30,2288,474,1435,425,1.3221,INLAND,61200
8,2580,372,1111,393,7.5,INLAND,256200
4,4833,784,2088,789,5.1781,INLAND,122500
15,2563,335,1080,356,6.7181,INLAND,160300
11,2497,427,1101,405,4.8036,INLAND,141600
12,1488,253,675,223,4.7622,INLAND,89300
9,3995,778,1691,712,3.3239,INLAND,91300
15,1387,236,638,195,5.5842,INLAND,88900
16,1852,274,887,286,5.5405,INLAND,119300
2,4055,735,1730,654,4.2132,INLAND,96500
4,4530,1070,1804,837,3.3942,INLAND,72100
6,1891,341,969,330,4.6726,INLAND,107800
15,1743,310,1011,325,3.755,INLAND,68000
14,1876,324,1031,311,3.6563,INLAND,88800
14,4177,914,2300,867,2.9565,INLAND,73000
18,2536,516,1196,466,2.5595,INLAND,67900
8,3791,487,1424,475,10.5144,INLAND,345900
12,2272,304,840,305,8.9669,INLAND,213900
12,2396,290,863,258,8.7716,INLAND,229200
17,2273,298,700,263,6.8645,INLAND,195900
14,2351,341,1128,363,6.9903,INLAND,141200
14,2982,412,1408,423,5.3241,INLAND,123000
17,3012,408,987,362,7.4201,INLAND,229700
16,2868,376,1016,379,6.1175,INLAND,144700
17,2807,376,996,353,5.5357,INLAND,167700
14,1087,165,365,176,7.2909,INLAND,155600
28,2268,336,752,330,5.2809,INLAND,151500
25,3305,551,1149,500,5.0698,INLAND,150900
18,2789,378,937,364,7.7062,INLAND,188300
10,2902,363,1200,363,8.3608,INLAND,187300
7,4139,544,1843,562,8.2737,INLAND,193500
8,1519,234,711,248,5.9897,INLAND,123600
15,1924,262,848,277,5.3886,INLAND,125300
15,2058,412,891,378,3.2569,INLAND,124400
7,4907,1075,2014,909,3.2147,INLAND,111900
12,782,166,292,164,2.8274,INLAND,79500
8,3468,675,1604,626,4.2071,INLAND,128300
11,2596,619,1765,539,1.9511,INLAND,54000
22,1529,375,1543,395,1.7926,INLAND,51700
7,6434,1201,2733,1045,3.7656,INLAND,145000
17,2340,370,1174,396,4.2304,INLAND,94400
7,2289,342,1077,354,5.4868,INLAND,158800
9,2340,544,860,520,3.3229,INLAND,119300
19,6789,1200,2325,1109,4.049,INLAND,126000
10,5780,922,2712,883,5.6445,INLAND,135500
11,2754,663,1328,604,2.3667,INLAND,69300
25,2330,462,1215,467,3.2143,INLAND,93000
17,1560,261,709,258,4.3315,INLAND,95800
15,3356,694,1232,627,2.2215,INLAND,72200
23,4358,819,1852,802,3.4167,INLAND,105200
22,4241,1147,1929,971,1.7708,INLAND,53500
24,5377,1005,2010,982,3.4542,INLAND,121200
33,3972,594,1324,561,5.4513,INLAND,143300
43,1951,288,725,308,6.3359,INLAND,169300
38,2252,325,777,314,6.1575,INLAND,160100
24,3756,681,1586,739,3.8571,INLAND,90100
33,1670,256,528,250,2.9471,INLAND,99500
29,2806,552,1242,540,3.5958,INLAND,88800
16,6101,1200,3407,1134,3.125,INLAND,80800
16,2849,506,1508,478,3.4074,INLAND,72700
19,3244,776,1463,710,2.0469,INLAND,66900
35,1872,363,1054,369,3.3272,INLAND,65600
35,1789,357,933,357,2.5223,INLAND,66200
24,3242,795,2764,773,1.3385,INLAND,58800
21,3235,648,1820,614,3.3447,INLAND,71400
24,3505,819,2098,774,1.9575,INLAND,67000
35,1012,245,633,240,2.0324,INLAND,55500
36,1650,313,660,298,3,INLAND,79700
36,1582,313,761,318,2.6055,INLAND,69200
35,1474,291,709,294,2.6522,INLAND,65900
18,5822,1439,3415,1224,1.6854,INLAND,64700
35,2314,443,954,457,2.9506,INLAND,73800
33,3433,785,1806,783,1.9386,INLAND,67500
38,1912,456,1131,408,2.03,INLAND,58800
43,2382,431,874,380,3.5542,INLAND,96500
39,2471,460,1118,431,2.4167,INLAND,71900
45,1337,187,471,187,5.187,INLAND,153800
35,1877,328,1155,353,3.069,INLAND,69600
34,2200,493,1243,431,1.8514,INLAND,66500
27,2462,484,852,449,3.32,INLAND,124700
33,1461,261,494,254,4.25,INLAND,132200
34,2679,460,1141,470,3.2642,INLAND,89600
31,2164,456,959,463,2.3293,INLAND,73400
26,1700,423,909,386,2.256,INLAND,64500
19,1524,448,960,386,1.5122,INLAND,47500
33,2260,440,966,413,2.9301,INLAND,68300
26,3654,837,1976,830,2.1544,INLAND,72800
30,6117,1330,2768,1224,2.1383,INLAND,78800
27,2258,427,1076,423,2.9937,INLAND,81100
32,2463,468,1261,486,3.3281,INLAND,75100
28,2857,619,1614,592,2.1573,INLAND,71400
28,3257,752,1981,712,2.293,INLAND,71700
29,3494,662,1781,616,2.5893,INLAND,70900
32,3461,665,1507,649,2.9244,INLAND,84600
34,3426,623,1938,647,2.8994,INLAND,66000
20,6257,1346,2795,1267,2.2094,INLAND,83700
24,3748,770,1827,719,2.7222,INLAND,83100
18,10862,2401,5466,2209,2.4678,INLAND,74300
25,2718,504,1257,465,2.3333,INLAND,90600
30,3308,662,1894,648,2.197,INLAND,74500
19,4643,1429,4638,1335,1.2716,INLAND,69400
25,1565,271,661,275,3.4279,INLAND,84700
17,6932,1486,3056,1453,2.3375,INLAND,99300
28,1713,302,663,282,3.567,INLAND,85500
25,5016,402,2133,928,3.625,INLAND,89500
18,4164,741,1817,681,4.2153,INLAND,95200
22,2803,438,1234,457,4.5179,INLAND,99600
20,3214,446,1360,463,5.2595,INLAND,110900
19,3237,507,1378,510,4.7804,INLAND,101100
16,2360,355,1034,359,5.0635,INLAND,108500
17,3690,628,1888,601,4.0196,INLAND,84200
15,2793,436,1411,441,4.9292,INLAND,109400
14,4675,829,2235,787,4.1098,INLAND,108200
3,7520,1143,2878,1077,5.3272,INLAND,174200
3,13802,2244,5226,1972,5.0941,INLAND,143700
3,10425,2121,4432,1778,3.9032,INLAND,140800
15,1449,277,649,265,2.4861,INLAND,86300
17,2236,315,992,312,6.9405,INLAND,165200
20,1676,263,786,240,4,INLAND,164600
20,2655,432,1081,379,4.5398,INLAND,143100
15,2373,364,1280,386,5.308,INLAND,167500
23,3532,756,1885,758,2.5904,INLAND,71400
25,2379,540,1482,484,2.3173,INLAND,68200
32,2623,528,1570,492,2.7159,INLAND,68000
5,1087,338,623,362,1.8061,INLAND,113400
15,2727,500,1228,436,3.5078,INLAND,109000
8,3602,402,1959,580,5.3478,INLAND,138800
14,3348,491,1584,493,5.0828,INLAND,111400
12,2144,568,1320,566,2.3381,INLAND,112500
19,2282,550,1034,500,1.6618,INLAND,69700
19,1648,368,557,354,1.7969,INLAND,72800
28,1651,305,780,309,2.9453,INLAND,72200
19,1699,356,994,368,2.7778,INLAND,79700
16,2627,613,1054,623,1.9483,INLAND,112500
15,946,239,550,246,2.2639,INLAND,52500
7,2075,353,1040,362,3.9943,INLAND,100200
8,943,189,475,155,4.9327,INLAND,89500
32,1098,280,726,224,1.4913,INLAND,54600
28,1868,350,898,329,3.1814,INLAND,78900
3,2029,336,1003,340,4.4356,INLAND,111300
4,2145,334,1024,308,5.0864,INLAND,113700
11,2455,344,1110,339,6.1133,INLAND,120000
2,2579,376,1133,342,4.5577,INLAND,123300
4,1262,216,622,199,4.9432,INLAND,114400
13,2589,413,1356,435,5.0253,INLAND,106200
17,1897,433,1207,384,1.8021,INLAND,55900
15,3303,512,1687,505,4.81,INLAND,93600
16,2668,454,1536,457,3.9792,INLAND,88900
13,1524,366,994,370,2.5446,INLAND,93800
15,2892,496,1634,501,4.4934,INLAND,88000
7,2855,518,1748,498,4.2066,INLAND,88400
31,2576,458,1306,418,3.2813,INLAND,68700
9,3712,508,1632,474,6.011,INLAND,163100
13,1736,313,993,314,3.7697,INLAND,83600
16,1551,375,1010,292,3.5417,INLAND,71300
15,2524,451,1207,424,2.7404,INLAND,76300
22,2456,496,1720,417,2.6875,INLAND,60600
5,2613,476,1490,481,4.0993,INLAND,83000
21,1260,182,583,205,6.0132,INLAND,150800
15,2397,353,1258,347,4.9904,INLAND,157300
14,4872,656,2085,617,5.6739,INLAND,173800
19,1317,189,517,187,4.526,INLAND,148700
22,4126,614,1795,613,4.925,INLAND,154700
42,1338,215,617,222,3.0833,INLAND,133300
20,2822,479,1372,455,4.5625,INLAND,136900
13,6135,863,2473,774,5.4895,INLAND,156700
19,3225,548,1760,542,4.0227,INLAND,126500
18,1284,193,621,190,4.5375,INLAND,130600
20,1089,208,531,212,4.5938,INLAND,106900
11,2510,460,1248,445,3.6161,INLAND,99500
29,1963,392,1208,398,2.5741,INLAND,73000
37,1609,374,1173,344,2.181,INLAND,59900
10,1657,359,958,380,2.6458,INLAND,84800
34,1759,354,899,337,2.6823,INLAND,72900
40,1195,326,1135,315,2.1182,INLAND,58900
31,1671,372,1371,347,2.3687,INLAND,63900
30,2370,412,1248,410,3.1442,INLAND,72300
7,1761,309,974,308,3.7261,INLAND,83900
42,1032,215,812,225,1.9766,INLAND,58100
21,1551,423,1519,406,1.7132,INLAND,55900
20,1815,375,1665,357,2.2448,INLAND,58900
32,1963,508,2052,518,1.9076,INLAND,55800
6,1186,234,1135,218,2.1515,INLAND,63900
21,1834,321,1120,314,2.59,INLAND,69300
19,3351,589,1578,542,3.2917,INLAND,160100
18,1802,332,945,292,3.4044,INLAND,115300
25,1784,312,904,303,3.625,INLAND,107600
38,949,190,578,187,2.3618,INLAND,80000
37,1486,296,977,290,3.5074,INLAND,93800
24,2532,555,1564,507,2.3359,INLAND,92400
14,863,151,315,135,4.2679,INLAND,151800
16,4199,794,2140,722,3.332,INLAND,111800
16,2904,551,1467,509,3.1736,INLAND,111800
12,2980,495,1184,429,3.9141,INLAND,123900
15,1879,411,755,294,2,INLAND,83300
44,3042,697,335,115,4.1838,INLAND,85600
12,2255,472,1006,334,4.1563,INLAND,94000
22,2211,477,773,288,3.3269,INLAND,102700
23,1881,380,64,37,3.875,INLAND,125000
34,1901,394,171,73,3.0729,INLAND,144600
15,3111,651,276,107,5.1314,INLAND,179200
19,1616,324,187,80,3.7857,INLAND,78600
17,2052,405,975,340,2.6902,INLAND,94400
13,2813,579,1385,512,2.2202,INLAND,100000
13,3963,812,1905,671,2.2278,INLAND,90500
26,1922,339,1148,332,2.6058,INLAND,92200
26,1874,416,1834,432,1.6486,INLAND,55200
33,1485,374,1544,329,1.7292,INLAND,52000
15,1070,256,1070,243,1.5642,INLAND,51500
25,831,230,947,244,1.4481,INLAND,51700
19,1484,296,1296,298,2.4219,INLAND,65800
5,2353,608,2505,573,2.2863,INLAND,69200
34,864,184,579,171,2.0417,INLAND,72500
42,510,88,247,99,2.5,INLAND,73000
13,1348,258,719,246,3.625,INLAND,108300
24,1302,238,693,243,3.7917,INLAND,90500
17,1531,280,775,246,3.9073,INLAND,91600
15,1371,306,1266,309,1.767,INLAND,63300
32,1153,236,761,241,2.825,INLAND,67600
36,2294,489,1430,454,1.8975,INLAND,60900
28,1343,330,1331,305,1.516,INLAND,56700
18,1404,226,754,229,3.9844,INLAND,118100
41,1749,342,1171,314,1.6875,INLAND,66100
37,1054,321,879,257,2.5234,INLAND,63500
18,1425,280,753,266,3.7813,INLAND,87300
28,1274,215,572,202,3.825,INLAND,84200
18,2379,448,1638,436,2.309,INLAND,57100
20,1490,318,1474,326,1.4937,INLAND,54700
14,3004,793,3535,735,1.586,INLAND,56900
34,1440,267,1018,265,2.2206,INLAND,63400
21,2106,410,867,380,1.9913,INLAND,95300
33,1225,275,1065,248,1.8958,INLAND,55100
33,587,170,730,162,1.5625,INLAND,55800
27,1388,296,1056,284,1.6094,INLAND,55200
27,823,171,798,200,3.0521,INLAND,113800
43,1676,320,1056,276,2.5562,INLAND,93200
33,1589,294,1102,307,1.9676,INLAND,62400
13,1788,405,1652,411,2.6858,INLAND,62400
19,1733,303,911,281,3.5987,INLAND,131700
28,1452,300,919,308,2.8287,INLAND,73100
29,1312,280,788,271,2.6974,INLAND,73000
17,2287,390,1330,393,4.0197,INLAND,88000
10,2842,620,1443,576,2.2727,INLAND,92700
42,2311,439,1347,436,2.5556,INLAND,69700
33,1923,403,1205,389,1.8333,INLAND,68300
42,2242,521,1359,483,1.5833,INLAND,65100
22,1794,435,1127,359,1.2647,INLAND,55300
36,738,168,737,186,1.4415,INLAND,54400
34,576,117,363,97,2.0658,INLAND,92500
34,1911,497,1886,481,1.625,INLAND,53000
30,1722,372,1467,403,1.8878,INLAND,51600
34,2065,343,1041,313,3.2917,INLAND,111500
16,2703,415,1106,372,4.2045,INLAND,120900
46,1889,390,971,403,2.2132,INLAND,76600
37,1018,213,663,204,1.6635,INLAND,67000
9,3860,809,2157,770,2.5033,INLAND,70100
31,1986,417,1042,422,3.0294,INLAND,70200
19,2746,495,1670,518,3.2019,INLAND,95700
32,1513,272,1038,272,3.0469,INLAND,82700
32,1604,292,868,276,2.1908,INLAND,110000
30,1671,319,966,282,3.1333,INLAND,100000
35,990,192,674,178,3.3214,INLAND,101600
20,1741,331,1466,289,2.5921,INLAND,94200
26,1727,289,802,259,3.2083,INLAND,75000
29,1702,301,914,280,2.8125,INLAND,79200
29,1799,356,1278,387,1.7813,INLAND,57900
34,1370,287,818,269,2.4044,INLAND,72500
32,1393,276,999,245,2.0216,INLAND,76800
31,1241,254,767,226,2.7321,INLAND,83600
19,1310,241,702,217,2.4375,INLAND,78200
31,1732,332,979,294,2.5208,INLAND,60000
34,1422,237,716,222,2.975,INLAND,90000
17,1497,308,1425,247,2.0313,INLAND,69400
20,1935,363,1319,359,2.4814,INLAND,74600
24,2246,462,1291,394,2.4006,INLAND,76400
19,2439,462,1416,469,2.4474,INLAND,75600
34,1175,251,683,261,1.7176,INLAND,58400
23,1824,354,1146,362,2.8913,INLAND,60900
18,1128,237,772,220,2.1771,INLAND,39200
18,1524,414,2030,356,2.1153,INLAND,112500
17,598,160,715,146,2.3295,INLAND,55000
12,1462,356,1708,367,1.5086,INLAND,64700
12,1923,559,2809,535,1.4191,INLAND,55100
11,1337,412,1376,318,2.4398,INLAND,87500
29,579,116,218,99,2.1458,INLAND,104200
36,613,124,310,124,3.0658,INLAND,65000
18,1206,274,622,217,1.8264,INLAND,62000
17,2279,448,1200,420,2.7461,INLAND,70000
10,2522,533,1335,493,3.2639,INLAND,86400
34,2084,339,868,347,4.381,INLAND,86300
18,1519,296,846,272,2.7792,INLAND,85300
9,2671,647,1484,541,1.7075,INLAND,60400
29,1938,434,1306,415,3.0134,INLAND,55500
24,943,209,514,156,2.25,INLAND,76600
31,1177,221,744,223,2.4937,INLAND,66000
25,948,198,613,171,2.3026,INLAND,90600
29,1479,338,1408,322,2.293,INLAND,57200
25,875,214,931,214,1.5536,INLAND,58300
14,1508,347,1679,345,2.4786,INLAND,56000
24,1335,312,1180,267,1.947,INLAND,68900
18,819,198,996,198,2.5,INLAND,112500
20,1193,263,1274,241,1.9417,INLAND,38800
11,1947,488,2104,486,1.7184,INLAND,55200
25,1689,495,1745,457,1.9056,INLAND,60000
25,991,272,941,262,1.8125,INLAND,58000
12,932,244,1043,243,1.4038,INLAND,54300
20,1287,310,954,269,1.3386,INLAND,63000
34,673,173,539,182,2.3523,INLAND,66000
29,1563,293,883,288,2.8182,INLAND,90500
20,1519,376,1681,370,2.1759,INLAND,58100
21,1779,399,1446,371,2.4414,INLAND,71900
42,1766,344,1084,323,2.3295,INLAND,74400
18,902,195,771,174,2.2083,INLAND,55000
46,55,11,26,5,4.125,INLAND,67500
36,49,7,28,2,4.625,INLAND,162500
18,2603,576,1616,588,2.0192,INLAND,63700
30,4157,834,1885,774,1.6948,INLAND,67500
20,707,126,337,125,3.0469,INLAND,85000
39,4179,814,2111,809,2.3507,INLAND,65600
16,2127,412,1104,369,3.0469,INLAND,72200
32,1288,221,562,203,2.325,INLAND,69600
20,1401,280,668,250,2.2569,INLAND,94300
23,1658,307,836,297,3.35,INLAND,85400
16,2026,396,1031,382,1.9375,INLAND,73100
16,255,73,85,38,1.6607,INLAND,14999
21,1155,210,510,175,2.3851,INLAND,67500
33,419,77,190,67,3.6429,INLAND,87500
28,1471,259,673,246,3.25,INLAND,81600
25,1231,240,658,211,2.4861,INLAND,71900
34,2679,533,1287,505,2.165,INLAND,58700
22,3265,658,1647,594,2.3566,INLAND,71000
8,1268,336,1237,326,1.3708,INLAND,125000
17,1201,268,555,277,2.1,INLAND,66900
39,2551,482,1181,437,2.0625,INLAND,63400
37,2358,413,1060,424,2.8333,INLAND,69700
23,462,97,261,90,2.1705,INLAND,53000
23,2502,481,1443,455,2.5625,INLAND,70000
34,2051,342,958,322,2.8466,INLAND,95300
43,1320,215,512,197,2.4917,INLAND,77100
39,844,161,535,165,1.832,INLAND,70500
20,2332,518,1856,495,2.1746,INLAND,58700
52,661,316,392,244,0.957,NEAR OCEAN,60000
52,2416,618,1150,571,1.7308,NEAR OCEAN,80500
52,1264,277,591,284,1.7778,NEAR OCEAN,76900
52,1606,419,891,367,1.585,NEAR OCEAN,75500
52,1557,344,758,319,1.8529,NEAR OCEAN,62500
52,2148,421,975,430,2.2566,NEAR OCEAN,92700
50,2285,403,837,353,2.5417,NEAR OCEAN,85400
39,1606,330,731,327,1.6369,NEAR OCEAN,68300
37,1371,319,640,260,1.8242,NEAR OCEAN,70000
39,1836,352,883,337,1.745,NEAR OCEAN,70500
40,1398,311,788,279,1.4668,NEAR OCEAN,64600
43,2285,479,1169,482,1.9688,NEAR OCEAN,70500
43,2241,446,932,395,2.9038,NEAR OCEAN,82000
35,2141,438,1053,434,2.8529,NEAR OCEAN,85600
30,1895,366,990,359,2.2227,NEAR OCEAN,81300
37,1453,293,867,310,2.5536,NEAR OCEAN,70200
33,1076,222,656,236,2.5096,NEAR OCEAN,72200
34,1592,364,950,317,2.1607,NEAR OCEAN,67000
13,2171,339,951,353,4.8516,NEAR OCEAN,116100
26,1776,361,992,380,2.8056,NEAR OCEAN,82800
30,2975,634,1367,583,2.442,NEAR OCEAN,69000
50,340,74,235,83,1.75,NEAR OCEAN,67500
32,1373,312,872,306,2.5,NEAR OCEAN,72600
47,1486,335,765,329,1.755,NEAR OCEAN,74100
52,2167,480,908,451,1.6111,NEAR OCEAN,74700
52,1703,500,952,435,1.1386,NEAR OCEAN,74100
38,1552,290,873,291,2.4896,NEAR OCEAN,81000
41,2127,358,911,349,3.1711,NEAR OCEAN,104200
46,1975,346,791,349,3.8,NEAR OCEAN,81800
46,3042,597,1206,541,2.1135,NEAR OCEAN,90600
37,2692,488,1263,486,3.0216,NEAR OCEAN,86400
35,2426,423,982,432,3.4219,NEAR OCEAN,92800
27,3046,605,1407,571,2.9143,NEAR OCEAN,99600
24,2858,511,1388,512,3.375,NEAR OCEAN,100600
36,2112,374,829,368,3.3984,NEAR OCEAN,90000
23,959,212,425,175,2.5536,NEAR OCEAN,96100
34,2142,420,1056,382,2.1101,NEAR OCEAN,86900
31,2152,462,1259,420,2.2478,NEAR OCEAN,81100
29,2474,453,1130,427,2.8833,NEAR OCEAN,83000
32,2017,359,855,346,3.5833,NEAR OCEAN,92800
34,4183,376,1891,669,3.2216,NEAR OCEAN,98100
31,2414,428,1005,401,3.5156,NEAR OCEAN,143000
22,2588,435,1198,442,3.9792,<1H OCEAN,133900
18,1287,484,805,502,1.1157,NEAR OCEAN,150000
25,1322,387,794,379,1.1742,NEAR OCEAN,75000
44,692,206,398,211,1.1576,NEAR OCEAN,87500
47,1765,326,796,333,2.2138,NEAR OCEAN,99200
29,1710,469,990,425,1.1479,NEAR OCEAN,101100
50,921,187,420,187,2.2188,NEAR OCEAN,105800
31,334,134,780,130,0.7684,NEAR OCEAN,153100
33,2235,506,1165,441,1.725,NEAR OCEAN,57500
35,2987,578,1581,585,2.0657,NEAR OCEAN,81100
31,1982,495,1052,467,1.5326,NEAR OCEAN,74100
26,2683,555,1353,526,2.4321,NEAR OCEAN,82100
18,4032,798,1948,775,2.7321,NEAR OCEAN,92600
52,1112,209,544,172,3.3462,NEAR OCEAN,50800
12,2087,424,1603,438,2.5667,NEAR OCEAN,139500
25,2395,431,983,375,3.0469,<1H OCEAN,136000
13,2522,719,1381,628,1.6667,NEAR OCEAN,78800
24,2386,565,1058,414,2.0644,<1H OCEAN,79800
31,938,238,425,157,1.0486,<1H OCEAN,36700
19,1970,431,1166,363,1.8208,<1H OCEAN,50000
19,1797,384,1033,327,1.4911,<1H OCEAN,59200
22,1580,372,686,264,1.8065,<1H OCEAN,62700
17,1564,345,517,222,2.1542,INLAND,83800
29,1029,239,509,196,2.0156,NEAR OCEAN,62800
22,3263,799,1384,578,2.4708,NEAR OCEAN,119400
32,1020,215,421,198,3.0208,NEAR OCEAN,143400
26,1633,380,890,370,1.9741,NEAR OCEAN,97900
21,1513,319,943,301,3.538,<1H OCEAN,102700
29,1429,312,672,266,2.9485,<1H OCEAN,98800
28,1470,336,811,314,2.4559,<1H OCEAN,75600
41,1719,372,844,336,2.6923,<1H OCEAN,84200
28,1272,259,519,220,3.2891,<1H OCEAN,106300
23,1672,385,1060,390,2.1726,NEAR OCEAN,75500
18,3297,662,1554,578,2.6847,NEAR OCEAN,111300
20,1075,214,529,196,3.1406,NEAR OCEAN,96000
19,1734,365,866,342,2.96,NEAR OCEAN,81700
18,2250,484,1248,472,2.5893,NEAR OCEAN,99600
25,2392,474,1298,461,3.5076,NEAR OCEAN,73600
17,1661,329,948,357,2.7639,NEAR OCEAN,90200
18,1550,345,941,335,2.3147,NEAR OCEAN,70100
12,2497,491,1153,462,2.8182,NEAR OCEAN,126900
14,1452,217,516,181,5.0329,NEAR OCEAN,165600
17,1485,345,823,316,1.8993,NEAR OCEAN,78400
23,2103,411,1019,387,2.9911,NEAR OCEAN,119700
28,3513,634,1658,598,3.8095,<1H OCEAN,119900
33,644,129,334,121,3.9659,NEAR OCEAN,111800
17,2026,338,873,313,4.0357,NEAR OCEAN,128900
18,2581,499,1375,503,2.8446,NEAR OCEAN,100500
23,580,117,320,109,4.2054,NEAR OCEAN,130600
21,5694,1056,2907,972,3.5363,NEAR OCEAN,90100
32,1218,331,620,268,1.6528,NEAR OCEAN,58100
36,2349,528,1194,465,2.5179,NEAR OCEAN,79000
35,952,178,480,179,3.0536,NEAR OCEAN,107000
32,1595,309,706,277,2.8958,NEAR OCEAN,86400
43,2131,399,910,389,2.5804,NEAR OCEAN,92100
39,1322,283,642,292,2.4519,NEAR OCEAN,85100
39,1186,238,539,212,2.0938,NEAR OCEAN,79600
27,1148,206,521,219,4.025,NEAR OCEAN,128100
22,1665,405,826,382,1.5625,NEAR OCEAN,66800
17,2985,610,1544,584,2.178,NEAR OCEAN,76800
32,1878,340,937,353,3.4408,<1H OCEAN,95200
24,2978,553,1370,480,2.7644,<1H OCEAN,97300
31,1854,365,883,310,2.3167,<1H OCEAN,92600
25,2015,524,746,251,1.7153,INLAND,77100
25,1899,357,891,355,2.6987,<1H OCEAN,92500
29,2864,600,1314,562,2.1354,<1H OCEAN,75100
33,1348,234,573,236,2.4896,<1H OCEAN,74100
38,544,184,240,91,3.25,<1H OCEAN,94800
30,1927,393,996,374,2.2357,<1H OCEAN,72300
42,2380,553,1300,504,1.7574,<1H OCEAN,57500
38,2220,426,1041,401,2.3947,<1H OCEAN,70500
52,1196,236,965,265,3.5345,<1H OCEAN,55000
34,1006,213,443,158,2.6094,<1H OCEAN,71300
52,2217,394,907,369,2.3571,NEAR OCEAN,111400
52,2694,453,1152,435,3.0806,NEAR OCEAN,106700
52,1820,300,806,270,3.0147,NEAR OCEAN,94600
32,1430,419,434,187,1.9417,NEAR OCEAN,76100
17,1319,267,393,163,2.625,NEAR OCEAN,135600
16,2088,535,816,326,1.319,<1H OCEAN,70700
28,2809,605,1093,438,2.0962,<1H OCEAN,74000
